academy_id|region|academy_name|address|owner_name|phone_no|course_type|courses|tuition
3019|부천|박현주해법학원|경기도 부천시 중동로 57 , 뉴서울상가 305호 (송내동,뉴서울아파트)|박현주||보습|고등단과,중등단과A반,중등단과B반,초등단과BL,초등단과PH,초등단과PU,초등심화B반,초등엘리트C반|231000
3020|부천|반달해법영어e해법수학보습학원|경기도 부천시 상일로 82 , 302호 (상동)|이승희||보습|중등(수학),중등(영어),초등(영,수)|183000
3021|안산|반디수학학원|경기도 안산시 단원구 광덕대로 138 , 503호 (고잔동, 골든에이스프라자)|김경섭||보습|초등수학|190000
3022|안양과천|반석보습학원|경기도 안양시 동안구 운곡로 54 , 3층 (비산동 318-23)|이용선|031-388-2292|보습|고등(수),고등(영),중등(영,수),초등(1~2),초등(3~6),초등수학,초등영어|254000
3023|부천|반석소사종로엠보습학원|경기도 부천시 범안로 52 난곡빌딩 2층|마종우|032-345-9621|보습|고등내신반,고등수학반,고등영어반,대입수능반,중등수학반,중등영어반,중등종합반,초등수학반,초등영어반,초등종합반|322000
3024|부천|반석어학보습학원|경기도 부천시 계남로 106-1 4층 (중동)|서영석|032-326-7772|보습,어학|중등수학,중등영어,초등수학1학년,초등수학2학년,초등수학3~6학년,초등영어상급반,초등영어초중급반,초등영어파닉스|190000
3025|부천|반석종로보습학원|경기도 부천시 범안로 52 , 3층 (괴안동,난곡빌딩)|마흥식|032-341-2292|보습|고등내신반,고등수학반,고등영어반,대입수능반,중등수학반,중등영어반,중등종합반,초등수학반,초등영어반,초등종합반|322000
3026|안산|반석학원|경기도 안산시 단원구 라성로 43 , 410호 (원곡동, 벽산블루밍아파트)|최연자|031-411-5138|보습|초등 국수사과|140000
3027|연천|반석학원|경기도 연천군 전곡읍 은전로78번길 47 , 1층 (전곡읍)|김연택|031-833-3353|보습|단과(고등),단과(초등),종합(중등)|250000
3028|화성오산|반월왕수학주니어랩영어학원|경기도 화성시 영통로50번길 41 ,  두산위브상가1동 204-1,205호 (반월동)|박선영\
양은영|031-205-0338|보습|수학중등,수학초등,영어중등,영어초등|168000
3029|구리남양주|반트영수학원|경기도 남양주시 평내로 167 , 303호 일부 (평내동)|이근원이창원||보습|고수1,고수2,고수3,고수4,중수학1,중수학2,중수학3,중수학4|203000
3030|용인|반포해냄2관학원|경기도 용인시 수지구 문정로 46 506호|(주)디코기획||보습|영어(고등),영어(중등),영어(초등)|222000
3031|용인|반포해냄학원|경기도 용인시 수지구 문정로 46 , 507호 (풍덕천동,한길타운)|(주)디코기획|070-4414-6556|보습|사탐/과탐(고등),수학(고등),수학(중등),영어/국어(고등)|350000
3032|성남|발상의힘수학전문학원|경기도 성남시 분당구 이매로 49 (이매동,주영빌딩) 302호|박광민|031-701-0584|보습|수학 고등,수학 중등|365000
3033|화성오산|발안아인스학원|경기도 화성시 향남읍 발안서로 15 , 201호 (향남읍)|우광균|031-359-8359|보습|중등종합,초등(영어),초등종합|203000
3034|광명|밝은미래학원|경기도 광명시 광명로832번길 15-1   2층 (광명동)|임미정|02-2685-3799|보습|고등(수학),중등(수학),초등(수학)|250000
3035|부천|밝은보습학원|경기도 부천시 소향로 246 새롬프라자 6차 5층501호일부 (중동)|문순실|032-259-4908|보습|국어(고등),수학(고등),수학(중등),영어(고등),영어(중등),주말국어(고등),주말국어(중등),주말논술(고등),주말수학(고등),주말영어(고등)|212000
3036|화성오산|방정민의국어전문학원|경기도 화성시 동탄소빛로51 , 인창프라자6층 604호 (반송동)|김금순|031-8003-3669|보습|고등언어,고등언어논술,중등국어,중등논술|235000
3037|용인|배가학원|경기도 용인시 수지구 성복2로 226 , 503동, 504호 (성복동 유재빌딩)|하덕용|031-896-1616|보습|수학(고등),수학(중등),수학(초등)|287000
3038|시흥|배곧연세학원|경기도 시흥시 배곧4로 32-17 , 304호 (정왕동 배곧로자벨)|노혜숙|031-318-3032|보습|고등 수학,고등 영어,중등 수학,중등 영어,초등 수학,초등 영어|197000
3039|시흥|배곧해법학원|경기도 시흥시 배곧3로 86 , 504호 (정왕동 센터프라자2)|정주혁|031-317-4456|보습|고등수학,고등영수,고등영어,중등 영수,중등수학,중등영어,초등 1, 2 수학,초등 1, 2 영수,초등 1,2 영어,초등 3, 4 수학,초등 3, 4 영수,초등 3, 4 영어|233000
3040|수원|배샘티칭코칭학원|경기도 수원시 영통구 에듀타운로 17 , 국제프라자 404호 (이의동)|배상호||보습|수학|140000
3041|성남|배선생보습학원|경기도 성남시 분당구 정자일로 234 (정자동,태남프라자)  202호|배건오|031-716-4436|보습|고1과학,고2-3과학,고등국어,고등사탐,고등수학,중1-2과학,중3과학,중등국어,중등사회,중등수학|270000
3042|광명|배수학학원|경기도 광명시 오리로 857   일청빌딩 502호 (철산동)|배민하|02-2618-2527|보습|고등수학|260000
3043|성남|배시원영어학원|경기도 성남시 분당구 벌말로 47 , 201호,202호 (야탑동,명지그린프라자)|배시원||보습|고등영어,중등영어,초등영어|295000
3044|부천|배우리보습학원|경기도 부천시 부흥로 414 , 2층 (심곡동)|박홍기|032-653-7676|보습|고등단과(영,수),중등과학단과,중등단과(영,수),중등영재,중등종합,초등과학단과,초등단과(영,수),초등영재,초등종합|221000
3045|양평|배우리보습학원|경기도 양평군 양평읍 시민로39번길 22(2층)|권성혁|031-774-0920|보습|고등수학,초등영어,초등종합|193000
3046|이천|배우리보습학원|경기도 이천시 대월면 대평로178번길 41   3층|김인영|031-634-9490|보습|고등종합,중등종합,초등종합|293000
3047|성남|배움샘터보습학원|경기도 성남시 분당구 내정로166번길 5 (수내동,원전빌딩) 401호|박병준|031-711-7950|보습|영어(고등),영어(중등)|280000
3048|용인|배움영어학원|경기도 용인시 처인구 중부대로 1329 ,  4층 일부 (역북동,서울빌딩)|이지예정의정|031-335-0701|보습|영어(고등),영어(중등),영어(초등)|233000
3049|안양과천|배움터보습학원|경기도 안양시 만안구 성결대학로 22 , 4층전체 (안양동,570-5,6)|김자연|031-447-5433|보습|고등영어,수학,중등수학,중등영어,중등영어,수학,초등수학,초등영어,초등영어,수학|219000
3050|성남|배움터학원|경기도 성남시 분당구 판교로 437 (야탑동,숭문상가) 501호|김상호|031-707-0607|보습|고등 과학,고등 국어,고등 수학,고등 수학특강,고등 영어,고등 영어특강,고등 한국사,중등 과학,중등 국어,중등 수학,중등 수학특강,중등 영어,초등 국어,초등 수학,초등잉글루 BLUE,초등잉글루 GREEN,초등잉글루 IBT,초등잉글루 NAVY,초등잉글루 ORANGE,초등잉글루 PURPLE ,초등잉글루 RED,초등잉글루 YELLOW,초등잉글루 도서관|221000
3051|화성오산|배움트리학원|경기도 화성시 향남읍 향남로 392 , 603호 (향남읍,우성메디피아)|김희현||보습|종합고등,종합중등|400000
3052|수원|배움학원|경기도 수원시 권선구 세권로 85   2층 (세류동)|김점숙|031-226-7004|보습|고등수학,고등영어,중등단과(수학),중등단과(영어),중등종합,초등단과(수학),초등단과(영어),초등종합A,초등종합B|208000
3053|이천|배재보습학원|경기도 이천시 백사면 원적로 1015-2  |홍민숙|031-632-5268|보습|중등수학,중등영어,초등수학,초등영어A,초등영어B,초등종합(국수사과한자)|228000
3054|성남|배지희국어보습학원|경기도 성남시 분당구 황새울로258번길 32 (수내동,코리아나빌딩) 501,502,503호|김기호한정민|031-712-1238|보습|고1(국어)|270000
3055|성남|배지희국어중등학원|경기도 성남시 분당구 내정로173번길 49 , 402호,403호 (수내동,궁전프라자-3)|김기호한정민|031-713-0238|보습|중1,2,3국어|248000
3056|평택|배진영어수학전문학원|경기도 평택시 만세로 1838 , 502호 전부(비전동, SK타워) (비전동)|배진|031-653-1206|보습|고등수학A,고등수학B,고등영어,중등수학,중등영어,초등수학,초등영어|269000
3057|부천|백&방보습학원|경기도 부천시 상동로 113 승재프라자 702호 일부,703~704호 전체|백승대||보습|고등단과(국,영,수),고등단과(이과 2,3),중등단과(국,영,수),초등단과(국,영,수)|310000
3058|성남|백곰수학학원|경기도 성남시 분당구 운중로 253 (판교동,티에스로드I) 402호|이용철|031-8017-2008|보습|고등수학,고등수학(방학특강),중등수학,초등수학|364000
3059|안양과천|백년대계배우리학원|경기도 안양시 동안구 흥안대로 440 , 인덕원대림아파트상가동 201호전체 (평촌동,93-1)|김자아|031-424-1962|보습|고등과학,고등국어,고등국어(논술),고등사회,고등수학,고등영어,고등종합1학년(국,영,수),고등종합2,3학년(국,영,수),중등수학,중등영어,중등종합심화반(국,영,수,과),초등수학,초등영어|285000
3060|파주|백년대계보습학원|경기도 파주시 청석로 272 , 센터프라자 406호 (동패동)|구도정||보습|국어(고등),국어(중등),수학(고1),수학(고2문과),수학(고2이과),수학(고3문과),수학(고3이과),수학(중1,2),수학(중3),영어(고등),영어(중등)|313000
3061|파주|백년대계소학당학원|경기도 파주시 청석로 272 , 센타프라자 502호 (동패동)|김도영||보습|중등국어,중등수학,중등영어|183000
3062|수원|백년대계예일보습학원|경기도 수원시 권선구 권선로 633   동광빌딩 4층 (권선동)|황혜진|031-239-0095|보습|고등종합(H1),고등종합(H2),초등종합1(수),초등종합1(수전),초등종합1-1(수),초등종합2(수),초등종합2(수전),초등종합2-1(수),초등종합3(수),초등종합3(수수),초등종합3(수수전),초등종합3(수전),초등종합3-1(수),초등종합4(수),초등종합4(수수),초등종합4(수수전),초등종합4(수전),초등종합4-1(수),초등종합5(수),초등종합5(수수),초등종합5(수수전),초등종합5(수전),초등종합5-1(수),초등종합6(수),초등종합6(수수),초등종합6(수수전),초등종합6(수전),초등종합6-1(수)|174000
3063|수원|백년대계예일이학원|경기도 수원시 권선구 세지로 110   3층 전체 (권선동)|조병열|031-239-0095|보습|고등종합(H1),고등종합(H2),고등종합(H3),중등단과(M1-기),중등단과(M1-도),중등단과(M1-사),중등단과(M1-수),중등단과(M2-기),중등단과(M2-도),중등단과(M2-사),중등단과(M2-수),중등단과(M3-기),중등단과(M3-도),중등단과(M3-사),중등단과(M3-수),중등종합(M1-1),중등종합(M1-2),중등종합(M1-3),중등종합(M2-1),중등종합(M2-2),중등종합(M3-1),중등종합(M3-2)|192000
3064|고양|백년대계이엠아이학원|경기도 고양시 일산서구 일산로 593 , 백암빌딩 402호,403호 (일산동)|강은주|031-916-0917|보습|고등수학,고등영어,중등종합,중등특강,초등종합|288000
3065|부천|백년대계이재식국어논술보습학원|경기도 부천시 상동로 113 승재프라자 201호 (상동)|이재식|032-322-2213|보습·논술|국어고등1,국어고등2,국어고등3,논술중등1,논술중등2,사회,입시논술고등,초등논술|202000
3066|안양과천|백년대계학림학원|경기도 안양시 동안구 귀인로 262 , 꿈마을@상가 201,202,205,206호 (평촌동,932-6)|김홍란||보습|고등국어,고등수학,고등수학 고1~고3,고등영어,고등영어 고1~고3,중등과학,중등국어,중등수학,중등수학 중1~3,중등영어,중등영어 중1~중3|271000
3067|수원|백년대계혜윰수학과학학원|경기도 수원시 영통구 권선로908번길 52-20 , 401호 (신동)|서영찬이규원||보습||
3068|광명|백두대간학원|경기도 광명시 소하로 86 , 404호 (소하동,제일 프라자)|홍인기|02-898-3350|보습|국어(고등),수학(고등),영어(중,고등),종합(고등1),종합(고등2),종합(고등3),종합(재수반),종합(중등),초등(종합),탐구(고등)|350000
3069|부천|백두보습학원|경기도 부천시 소사로748번길 12 , 진주상가 301호 (원종동,진주빌딩)|홍희창||보습|고1수학,고2인문수학,고2자연수학,고3인문수학,고3자연수학,고등국어,중1수학,중2,3수학,중등국어,초등수학|213000
3070|안양과천|백두산학원|경기도 안양시 동안구 평촌대로 130 , 신세기프라자 305호,402호 (평촌동 900-9)|남상정|031-387-1005|보습|고2영어(주1회),고3영어(주1회),고등수학,고등수학(이과),고등영어(주2회),중3영어(주2회)|307000
3071|성남|백두학원|경기도 성남시 중원구 제일로35번길 37 (성남동) 2층|이승원|031-754-0116|보습|단과(논술),단과(수학),단과(영어),단과(영어,수학)각 과목별,중등종합,초등종합|252000
3072|고양|백마로고스학원|경기도 고양시 일산동구 일산로 210   4층일부 (마두동)|조형준|031-923-2806|보습|고등수학,고등언어,고등영어,중등수학,중등영어|232000
3073|고양|백마명인학원|경기도 고양시 일산동구 일산로 255 , 2층전체  (마두동)|주식회사명인교육|031-903-1231|보습|고등과학,고등과학(내신),고등국어(개념),고등국어(기초),고등국어(내신),고등국어(모의고사문제풀이반),고등국어(모의고사해설반),고등국어(심화),고등국어(추석특강),고등사회,고등사회(개념),고등수학(기초1),고등수학(기초2),고등수학(심화1),고등수학(심화2),고등수학(응용1),고등수학(응용2),고등수학(특강1),고등수학(특강2),고등영어(기초),고등영어(기초1),고등영어(심화),고등영어(특강),논술(기초),논술(심화),중등영어|270000
3074|고양|백마뱅수학학원|경기도 고양시 일산동구 일산로 202 , 4층 (마두동,일성프라자)|김병귀|031-911-0083|보습|고등수학(2학년문과),고등수학(3학년문과),고등수학(고2,고3이과),고등수학(방학특강),고등수학1학년,중등수학(방학특강),중등수학1,2학년(내신반),중등수학3학년(내신반)|271000
3075|고양|백마연세보습학원|경기도 고양시 일산동구 일산로 234 백일상가 5층 (마두동)|최병철|031-905-8314|보습|고등수학,고등영어,중등수학,중등영어|325000
3076|고양|백마영어종결자학원|경기도 고양시 일산동구 일산로 208 , 302호 (마두동,한일파-킹타운)|김수진|031-907-4141|보습|고등영어,고등영어기초,중등영어,중등영어기초|140000
3077|고양|백마옥스브릿지영수학원|경기도 고양시 일산동구 일산로 206-1 , 백마상가동 208호(마두동) |이성돈|031-975-0378|보습|고등국어,고등수학,고등영어,중등국어,중등수학,중등영어,초등국어,초등수학,초등영어|316000
3078|고양|백마와이비엠잉글루학원|경기도 고양시 일산동구 일산로 243   5층일부 (마두동)|윤성주|031-907-2965|보습|고등영어,중등영어,초등영어 기본,초등영어 일반|282000
3079|안산|백만영어학원|경기도 안산시 단원구 예술대학로 17 , 409호 (고잔동,안산중앙노블레스)|이희성|031-402-7015|보습|고등영어수능문법특강|300000
3080|구리남양주|백문왕수학보습학원|경기도 구리시 체육관로 59 , 상가동 204 (교문동,구리우성아파트)|김두진|031-552-0531|보습|논술초중고,수학중등,수학초등,영어중등,영어초등|208000
3081|의정부|백미르수학학원|경기도 의정부시 용현로105번길 45-30 , 4층 (민락동)|백정현|031-853-0527|보습|고1수학,고2문과,고2이과,고3문과,고3이과,중1수학,중2수학,중3수학|290000
3082|이천|백사삼성영어학원|경기도 이천시 백사면 현방로 81-1 (백사면)|김창현|070-4239-7905|보습|중,고등영어,초등영어|190000
3083|이천|백사한솔플러스수학논술학원|경기도 이천시 백사면 현방로 73 (백사면)|김창현|031-633-3405|보습|중등논술,중등수학,초등국어,초등국어,논술,초등논술,초등수학,초등종합|148000
3084|화성오산|백상초중등보습학원|경기도 화성시 화산중앙로64번길 3   삼신빌딩 302호 (송산동)|윤수경|031-239-8271|보습|초등보습단과,초등영어단과,초등종합|213000
3085|고양|백석아이네트학원|경기도 고양시 일산동구 백석로 105  우성종합상가 202호, 206호 (백석동, 백송마을3단지)|정재가|031-901-1451|보습|중등수학,초등수학|175000
3086|동두천양주|백석에듀학원|경기도 양주시 백석읍 호명로 47 , 2층 (백석읍)|방재영한숭욱|031-829-0102|보습|고1종합,고2종합,고3종합,중등전과목,초등단과|326000
3087|동두천양주|백석종로엠보습학원|경기도 양주시 백석읍 양주산성로574번길 7 , 한흥빌딩 2층 (백석읍)|김연하|031-826-8266|보습|고등수학,고등영어,중등수학,중등영어,중등종합,초등수학,초등영어|217000
3088|고양|백석한얼보습학원|경기도 고양시 일산동구 백석로11번길 14 () (백석동)|김영옥|031-932-6116|보습|고등수학,고등영어,중등수학,중등영어,초등수학|178000
3089|용인|백승학원|경기도 용인시 수지구 신봉1로 175 , 진성프라자2 502호 (신봉동,진성프라자)|김성철|031-264-1414|보습|수학4(고등),수학5(중등),영어2(중등),영어3(고등)|320000
3090|고양|백신삼성영어학원|경기도 고양시 일산동구 강촌로26번길 51 , 1층전체 (백석동)|김병지|031-908-5005|보습|중등영어 주5회반,초등영어 주5회반|200000
3091|고양|백신학원|경기도 고양시 일산동구 강촌로26번길 73 , 1층 (백석동)|김효숙||보습|국어/수학(초등),국어/수학/사회/과학(초등),국어/수학/사회/과학/(초등),수학(중등),수학(초등),수학/사회/과학(중등)|224000
3092|고양|백쌤영어박쌤수학학원|경기도 고양시 일산동구 숲속마을로 38 , 아크리아 502호 |김봉성|031-909-1255|보습|고등수학,고등수학심화문과,고등수학심화이과,고등영어,중등수학,중등영어,초등수학,초등영어심화|275000
3093|안양과천|백인대장학원|경기도 안양시 동안구 평촌대로 126 , 귀인빌딩 702,703호전체 (평촌동,922)|(주)백인대장|031-387-5571|보습|고등수학,중등수학|340000
3094|고양|백점노트원격학원(원격)|경기도 고양시 일산동구 무궁화로 42-28 , , 일산프라자 401호 (장항동)|이윤희||보습|과학(원격),국어(원격),사회(원격),수학(원격),영어(원격)|100000
3095|수원|백조교육학원|경기도 수원시 권선구 상탑로39번길 41   2층 전체 (탑동)|정지은|031-295-0579|보습|고등단과(영어),중등단과(영어,수학),중등종합,초등단과(영어,수학),초등종합|183000
3096|구리남양주|백탑학원|경기도 남양주시 별내면 청학로68번길 9 , (별내면) 2층 일부 (별내면)|이경숙|031-840-7879|보습|국어고,국어중,국어초,수학고,수학중,수학초,영어고,영어중,영어초|150000
3097|안산|백합미션학원|경기도 안산시 단원구 신촌3길 2 (초지동)|고계옥|031-481-8310|보습|초등종합|160000
3098|용인|백현해법영어학원|경기도 용인시 기흥구 동백중앙로 358-8 , 동백백현프라자 602호 (동백동)|박인순|031-274-5929|보습|영어(중등),영어(초등),영어(초등A),영어(초등B),영어(초등C),영어(초등D)|182000
3099|구리남양주|버밍엄영어학원|경기도 남양주시 와부읍 덕소로 114 2층일부|강현국|031-521-7675|보습|영어중등,영어초등|178000
3100|수원|버밍엄잉글리쉬학원|경기도 수원시 영통구 매탄로108번길 24 , 501호 (매탄동,삼성프라자Ⅰ)|이충환||보습|영어|150000
3101|안양과천|버즈영어학원|경기도 안양시 동안구 평촌대로 132 , 제일빌딩 405호 (평촌동,900-7외1필지)|김종진||보습|수요텝스고급반,월금텝스고급반,월금텝스중급반,일요실전750반,일요텝스고급반,일요텝스중급반,토요실전850반,토요텝스고급반,토요텝스중급반,토일고급A반,토일고급B반,토일텝스중급A반,토일텝스중급B반,화목텝스고급반,화목텝스중급반|317000
3102|부천|버즈클래스보습학원|경기도 부천시 길주로 221 , 씨티오피스 604호 (중동,씨티오피스)|주혜선||보습|중등단과,중등종합,초등단과,초등종합|226000
3103|파주|버클리학원|경기도 파주시 문산읍 문산로26번길 13 , 호수상가 101동 259호, 260호 (문산읍,문산호수아파트)|이영재|031-952-7749|보습|고등영어,성인영어,중등영어,초등영어|238000
3104|평택|버터영어안중서울학원|경기도 평택시 안중읍 안현로서6길 62 , 203호, 204호, 205호 (안중읍, 금강프라자빌딩)|조병웅|031-683-8482|보습|중등보습(주3회),중등보습(주5회),초등보습(주3회),초등보습(주5회),초등영어회화(주3회),초등영어회화(주5회)|238000
3105|광주하남|버터영어학원|경기도 광주시 오포읍 왕림로 43 2층|한정원|031-765-5678|보습|수학(중),수학(초),영어(중),영어(초)|170000
3106|안산|번개수학학원|경기도 안산시 단원구 광덕3로 178 , 401~402호(화승타운) (고잔동)|조민우|031-484-0982|보습|초등수학|250000
3107|안양과천|범계이해법수학학원|경기도 안양시 동안구 동안로 102 , 목련아파트 상가동311호 (호계동,1052)|전은수|031-342-1033|보습|중등수학,초등수학1~5,초등수학6|173000
3108|안양과천|범계해법영어학원|경기도 안양시 동안구 동안로 102 , 목련아파트상가동 211호 (호계동,1052)|한현숙|031-382-3204|보습|고등영어,영어(1학년),영어(2학년~6학년),중등영어,초등논술|196000
3109|부천|범박한솔플러스수학보습학원|경기도 부천시 범안로 117 5층504-1호 (범박동)|신현석|032-349-8444|보습|고3단과(주2회),고등단과(주2회),고등단과(주3회),중등단과,초등논술,초등단과,초등종합|214000
3110|부천|범수학보습학원|경기도 부천시 도약로 112 , 왕성빌딩401호일부 (중동,왕성빌딩)|김종범||보습|고등수학A,고등수학B,중등수학|267000
3111|평택|범일보습학원|경기도 평택시 이충로 93-20 이충동부영아파트 상가동 202호 2층 (이충동)||031-666-3285|보습|초등종합|250000
3112|용인|베가스영어학원|경기도 용인시 처인구 고진로59번길 2-1 , 2층 전체 (고림동, 전주뼈감자탕)|이예실||보습||
3113|용인|베니에듀학원|경기도 용인시 처인구 중부대로 1341 , 2층일부 (역북동)|정완수|031-335-2992|보습|고등수학A,고등수학B,고등영어,중등수학,중등영어,초등수학A,초등수학B,초등영어A,초등영어B|183000
3114|안양과천|베로니스인재교육학원|경기도 안양시 동안구 귀인로 213 , 향촌아파트 상가동 301-4호,301-5호 (평촌동,899-7)|(주)에듀리퍼블릭|031-387-7198|보습|국어(homework),국어(SQ),국어(글쓰기),국어(글쓰기3.4),국어(글쓰기5.6),국어(논리수업교구),국어(멘토링),국어(읽기/쓰기),영어IS,영어VE,창의수학,초등수학(1,2),초등수학(3,4),초등수학(5,6),초등수학(문제풀이반3,4),초등수학(문제풀이반5,6)|212000
3115|고양|베루스과학학원|경기도 고양시 일산동구 일산로 251 ,  202호 (마두동,산수상가)|안홍열||보습|고등과학,중등과학|200000
3116|파주|베리타스S학원|경기도 파주시 청석로 266 , 스타프라자 6층 605호, 606호 (동패동, 스타프라자)|홍주영|031-947-4667|보습|고등(수학)소수정예,고등(영어)소수졍예,고등국어,고등수학,고등영어,중등(영,수)소수정예,중등(종합)소수정예,중등종합,중등종합(국,영,수,사,과),초등(영,수)소수정예,초등(전과목)소수정예,초등종합,초등종합(국,영,수,사,과)|331000
3117|성남|베리타스나의빛학원|경기도 성남시 분당구 돌마로 361 (수내동,동신코아빌딩) 411,414호|최고운|031-711-1137|보습|수학(고등),수학(중등상),수학(중등하),수학(초등),영어(고등),영어(중등상),영어(중등하),영어(초등)|286000
3118|군포의왕|베리타스보습학원|경기도 의왕시 왕곡로 53 201호 |김성전|031-456-0959|보습|고등단과(수학,영어),중등단과(영어+수학),초,중증단과(수학,영어),초등단과(영어+수학)|208000
3119|성남|베리타스수학보습학원|경기도 성남시 분당구 돌마로 68 , 706호,710호 (구미동,분당프라자)|정부경|031-712-2789|보습|고등1학년,고등2학년     (문과),고등2학년     (이과),고등3학년     (문과),고등3학년     (이과),고등수리논술,중등1,2학년,중등3학년     (1학기),중등3학년     (2학기)|350000
3120|고양|베리타스수학학원|경기도 고양시 일산동구 위시티2로 19 , 602동 (식사동,태화프라자)|임경희|031-965-6006|보습|고등1(수학),고등2(수학),고등3(수학),중등 고3(수학),중등저1.2 (수학),초등고학년(수학)|335000
3121|안산|베리타스영어전문학원|경기도 안산시 단원구 광덕1로 55 , 404호 (초지동,21세기타워)|김계하||보습|중등|220000
3122|시흥|베리타스영어학원|경기도 시흥시 장곡로49번길 8-1 2층 (장곡동)|우상란|031-435-0542|보습|고등영어,중등영어1,중등영어2,초등영어1,초등영어2|190000
3123|파주|베리타스토킹클럽학원|경기도 파주시 탄현면 참매미길 74 , 윤석빌딩 2층 (탄현면)|박세철|031-957-0804|보습|수학(중등),수학(초등),영어(초등),종합(중등),종합(초등)|210000
3124|광주하남|베리타스학원|경기도 광주시 곤지암읍 곤지암로 77 2층|배주한|031-769-3224|보습|고드우학,고등영어,중등(국,과,사),중등수학,중등영어,초등수학,초등영어|201000
3125|구리남양주|베리타스학원|경기도 남양주시 도농로17번길 4 |이미현|031-567-6631|보습|고등수학,고등영어,수학중등,수학초등,영어중등,영어초등|263000
3126|여주|베리타스학원|경기도 여주시 세종로 61 , 현대아파트 상가동 (홍문동)|구제현|031-881-1352|보습|고등단과(영수),중등단과(영수),초등단과(영수)|250000
3127|용인|베리타스학원|경기도 용인시 수지구 죽전로 253-3   상생프라자A 402호 일부 (죽전동)|최백규|031-889-1535|보습|수학(초등),영어(중등),영어(초등)|217000
3128|평택|베리타스학원|경기도 평택시 중앙로 176 상가1단지 202호 (합정동)|박현철|031-657-2482|보습|단과-고등,단과-중등|250000
3129|화성오산|베리타스학원|경기도 화성시 효행로 1075-7 , 508호 (진안동)|송창규|031-221-2539|보습|고등영어,중등과학,중등수학,초등국어,사회,과학,초등수학|160000
3130|화성오산|베리파이수학학원|경기도 화성시 동탄반석로 204   제일프라자 703호 (반송동)|최수영|031-8003-8848|보습|고등수학,고등영어,중등수학,중등영어|245000
3131|화성오산|베블렌수학학원|경기도 화성시 동탄중앙로 76 , 503호 (반송동,서건프라자)|강순옥\
김준호|031-8003-0055|보습|수학고등,수학중등,수학초등|225000
3132|화성오산|베스트비욘드학원|경기도 화성시 병점2로 65 , 206호 (병점동,우남프라자)|박효진|031-231-1023|보습|수학중등부,수학초등부,영어고등부인터,영어베이직3일반,영어유치부,영어중등부베이직,영어중등부인터,영어초등부A,영어초등부B,영어초등부C,영어초등부베이직,영어초등부인터,영어특강A,영어특강비,영어피식스3일반|210000
3133|평택|베스트생각수학학원|경기도 평택시 안중읍 안현로서8길 57 , 203-1호 (안중읍,안중읍 현화리 831 제2종근린생활시설 (배 )|감나윤||보습|고등국어,고등수학,중등국어,중등수학,초등국어,초등수학|209000
3134|파주|베스트수학전문학원|경기도 파주시 새꽃로 62   베스트프라자 602호 (금촌동)|윤미석|031-957-4272|보습|수학(고등1),수학(고등2),수학(고등3),수학(중등),수학(초등),종합(초등)|237000
3135|김포|베스트수학학원|경기도 김포시 양촌읍 양곡로 495 , 601호 (새롬프라자)|오지혜||보습|수학(고등),수학(중등),수학(초등)|243000
3136|구리남양주|베스트아이캔학원|경기도 남양주시 금곡로 65-11 예성빌딩 3층전체 (금곡동)|박용현|031-592-0393|보습|고등영수,수,영,중등영수,중등영수과,중등영수국,중등종합,초등영수,초등종합1-2,초등종합3-6|207000
3137|광주하남|베스트아카데미학원|경기도 광주시 회안대로 350-5  광남상가 3층 (태전동)|심효진|031-798-0584|보습|중등수학,중등영어,초등수학,초등영어|172000
3138|용인|베스트아카데믹더블유엠이학원|경기도 용인시 수지구 만현로 120  SR프라자 413호 (상현동)|변경림|031-898-3728|보습|과학중고,수리중고,언어중고,외국어중고|130000
3139|용인|베스트에듀학원|경기도 용인시 수지구 동천로 39 , 401,405호 (동천동,동천코아프라자)|서희란|031-266-2240|보습|수학(중등),수학(초등),영어((초등),영어(중등),영어(초등)|252000
3140|의정부|베스트영수학원|경기도 의정부시 회룡로 138  6층 (호원동)|윤명수|031-878-3400|보습|고등영어,수학고A,수학고B,수학고C,수학중A,수학중B,수학초A,수학초B,중등영어,초등영어A,초등영어B|185000
3141|고양|베스트영어학원|경기도 고양시 일산동구 중산로 105  현해프라자 503호 (중산동)|김선희|031-976-5105|보습|영어고등,영어중등,영어초등기초,영어초등심화|195000
3142|안양과천|베스트영어학원|경기도 안양시 만안구 병목안로130번길 4 , 2층전체 (안양동995-4)|박광복|02-334-2805|보습|고등영어,중등영어|245000
3143|안양과천|베스트오브더베스트학원|경기도 안양시 동안구 평촌대로 117 , 501호 전체,502호 일부 (호계동 1065-6,맵시프라자)|박문철|031-388-1698|보습|고1,고2,고3,고등경시,수리논술(고3),중등경시|427000
3144|광주하남|베스트오브베스트수학학원|경기도 광주시 파발로 208   3층 (탄벌동)|이경희|031-765-5522|보습|고등수학,중등수학,초등수학|250000
3145|안산|베스트오브베스트학원|경기도 안산시 단원구 초지로 116 , 201~202호 (초지동,미강프라자)|오디모데|031-410-5957|보습|초등종합|250000
3146|성남|베스트이엠보습학원|경기도 성남시 분당구 백현로 148 (정자동) 신흥상가203호|박혜정|031-717-6641|보습| 중등 수학A,고등 수학,고등 영어,고등국어,중등 수학B,중등 수학C,중등 영어A,중등 영어B,중등국어,초등 수학,초등국어|239000
