academy_id|academy_name|address|phone_no|course_type|courses|tuition
511|멘토스보습학원|인천광역시 남동구 독곡로 46 , 3층일부 (서창동)|032-472-3008|보습|고등단과,중등단과,중등연합,초등단과,초등연합|277000
512|멘토앤멘티삼성영어학원|인천광역시 부평구 마장로272번길 57 , 203호(전체) (산곡동)|032-511-1948|보습|중등단과1,중등단과2,초등단과1,초등단과2,초등단과3,초등단과4,초등단과5|178000
513|멘토플러스학원|인천광역시 남구 낙섬중로 52 , 3~4층 (용현동)|032-889-2030|보습|고등과학,고등수학,고등영어,중등과학,중등수학,중등영어,초등수학,초등연합(국어,수학,사회,과학),초등영어|179000
514|명문사학학원|인천광역시 남구 매소홀로 355 , 401호 (학익동,학익프라자)|032-864-0411|보습|고등(영어+수학),단과(고등),단과(중등),단과(초등),중등(영어+수학),초등(영어+수학)|275000
515|명문아이네트학원|인천광역시 서구 새오개로 66 , 2층,3층 (신현동)|032-578-8915|보습|중등단과,중등연합,초등수학,초등연합,초등영어|220000
516|명문에이스학원|인천광역시 남구 노적산로 43 , 2층 전부 (학익동, 인천학익 두산위브)|032-873-0584|보습|고등국어,고등수학,고등영어,중등국어,중등사회,중등수학,중등영어,초등국어,초등사회,초등수학,초등연합,초등영어|142000
517|명문이룸학원|인천광역시 남동구 남촌로100번길 3-11 , 1층, 2층 (남촌동)|032-463-5945|보습|고등단과,중등단과,중등연합,초등단과,초등연합|208000
518|명문플러스학원|인천광역시 남구 경인로326번길 64 ,  (2,3층) (주안동)|032-873-3201|보습|초등연합|330000
519|명문학원|인천광역시 남구 새천년로 8-1 , 3층 전부 (숭의동)|032-7660-356|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|197000
520|명문학원|인천광역시 서구 청라커낼로 264 , 803호 (경서동,청라두손중앙프라자)||보습|고등단과(국,영,수),중등단과(국,영,수),초등단과(국,영,수)|367000
521|명문해냄학원|인천광역시 남동구 만수로 63 , 7층 (만수동)|032-464-9924|보습·논술|중등연합,초등연합|265000000
522|명성연합학원|인천광역시 서구 완정로 144 , 프라임타워 1004호 (마전동,프라임타워)|032-562-1333|보습|고등국어(1),고등국어(2),고등국어(3),고등국어(4),고등국어(5),고등국어(6),고등국어(7),고등국어(8),고등국어(9),고등수학(1),고등수학(10),고등수학(11),고등수학(12),고등수학(13),고등수학(14),고등수학(15),고등수학(16),고등수학(17),고등수학(18),고등수학(19),고등수학(2),고등수학(20),고등수학(21),고등수학(22),고등수학(23),고등수학(24),고등수학(25),고등수학(26),고등수학(27),고등수학(28),고등수학(29),고등수학(3),고등수학(30),고등수학(31),고등수학(32),고등수학(33),고등수학(4),고등수학(5),고등수학(6),고등수학(7),고등수학(8),고등수학(9),고등영어(1),고등영어(10),고등영어(11),고등영어(12),고등영어(13),고등영어(14),고등영어(15),고등영어(16),고등영어(17),고등영어(18),고등영어(19),고등영어(2),고등영어(20),고등영어(21),고등영어(22),고등영어(23),고등영어(24),고등영어(25),고등영어(3),고등|238000
523|명인수학학원|인천광역시 연수구 독배로 25 , 3층전체 (옥련동)|070-4105-0909|보습|고등부월수금,고등부특강,고등부화목,중등부월수금,중등부특강,중등부화목,초등부월수금,초등부특강,초등부화목|167000
524|명품단과학원|인천광역시 부평구 원적로269번길 15 , 상가동 202호, 203호 (산곡동, 현대아파트)||보습|고등단과,중등단과|260000
525|명품사관학원|인천광역시 계양구 아나지로247번길 11 ,  모닝프라자 1 302호 (효성동)|032-556-0509|보습|고등단과,중등단과|190000
526|명품수학학원|인천광역시 남동구 청능대로 559 , 503호 (논현동)|032-433-0966|보습|고1수학,고2,3문과,고2,3이과,중등수학,초등수학|276000
527|명품학원|인천광역시 부평구 체육관로 40 , 704~705호 (삼산동, 신영프라자)|032-522-5508|보습|고등 특강,고등수학 1,고등수학 2,고등영어 1,고등영어 2,고등영어 3,고등이과 1,고등이과 2,중1 수학,중2 수학,중3 수학,중등 특강,중등수학,중등영어 1,중등영어 2,중등영어 3,초등 기본 1,초등 기본 2,초등 심화 1,초등 심화 2,초등 응용 1,초등 응용 2,초등 입문 1,초등 입문 2,초등영어 A,초등영어 B|240000
528|목동수학학원|인천광역시 연수구 컨벤시아대로 81 , 529호 (송도동)||보습|고등과학A,고등과학B,고등국어A,고등국어B,고등사회A,고등사회B,고등수학A,고등수학B,중등과학A,중등과학B,중등국어A,중등국어B,중등사회A,중등사회B,중등수학A,중등수학B,초등과학A,초등과학B,초등국어A,초등국어B,초등사회A,초등사회B,초등수학A,초등수학B|372000
529|목동에듀학원|인천광역시 서구 솔빛로 86 , 301호 (경서동,SK프라자)|032-563-0585|보습|고등영어,중등영어|160000
530|몰입영수학원|인천광역시 서구 심곡로 133 , 304호 (심곡동,대동주택아파트상가동)||보습|고등수학1,고등수학2,고등영어1,고등영어2,중등수학1,중등수학2,중등영어1,중등영어2,초등수학,초등영어|291000
531|무송학원|인천광역시 연수구 독배로40번길 11 , 효명프라자 405호 (옥련동)|032-834-1235|보습|중등수/과,중등수학,중등연합(영,수,과),중등영어,초등(영어/수학/과학)|300000
532|무진학원|인천광역시 부평구 마장로 312 , 3층 일부 (산곡동,산곡동크리닉센타)|032-511-4707|보습|고등단과(1),고등단과(2,3),중등단과(1,2),중등단과(3),초등단과|306000
533|문쌤수학학원|인천광역시 남동구 만수로 10 , 2층전체 (만수동)||보습|고등부,중등부,초등부|267000
534|문학러닝학원|인천광역시 남구 매소홀로546번길 7-5 , 2층 전부 (문학동)|032-821-9090|보습|공부와락(과학),공부와락(국어),공부와락(사회),공부와락(수학),공부와락(영어),공부와락Ⅱ(국어),공부와락Ⅱ(수학),공부와락Ⅱ(영어),과학,국어,국어창의독서,사고력수학,사회,수학(초,중,고),스쿨수학,스쿨수학Ⅱ,써밋중등수학,아이레벨(영어),영어,영어아이그래머,영어아이리스닝,영역국어1,영역국어2,한자,해피톡|40000
535|뮤엠영어e해법수학학원|인천광역시 부평구 주부토로 184 ,  4층(401호) (갈산동)|032-556-0979|보습|중등(영어,익스텐션),중등단과,중등단과(보충),중등단과(수학),초등단과(수학),초등단과(영어,그린),초등단과(영어,블랙),초등단과(영어,블루,레드),초등단과(영어,화이트,옐로우)|169000
536|뮤엠영어논현고잔점학원|인천광역시 남동구 에코중앙로156번길 5-16 , 2층 (논현동)||보습|중등영어A,중등영어B,중등영어C,중등영어D,중등영어E,초등영어A,초등영어B,초등영어C,초등영어D,초등영어E,초등영어F,초등영어G|215000
537|뮤엠영어논현에코점학원|인천광역시 남동구 에코중앙로156번길 5-23 , 3층 (논현동)||보습|중등영어A,중등영어B,중등영어C,중등영어D,중등영어E,초등영어A,초등영어B,초등영어C,초등영어D,초등영어E,초등영어F,초등영어G|215000
538|뮤엠영어당하학원|인천광역시 서구 원당대로 676 , 제일아이조움 303호 (당하동,제일아이조움)|032-562-0594|보습|고등영어,중등수학,중등영어,중등영어-할인,초등Black,초등Black-할인,초등Blue,초등Blue-할인,초등Green,초등Green-할인,초등Red,초등Red-할인,초등WHITE,초등WHITE-할인,초등YELLOW,초등YELLOW-할인,초등단과1,초등단과2,초등단과3,초등수학|182000
539|뮤엠영어도림학원|인천광역시 남동구 도림로31번길 7-38 , 2층 (도림동)|032-434-3405|보습|중등수학A,중등수학B,중등영어A,중등영어B,초등단과C,초등수학A,초등수학B,초등수학C,초등영어A,초등영어B,초등영어D,초등영어E,초등영어F|142000
540|뮤엠영어부개1학원|인천광역시 부평구 부일로113번길 11 ,  3층(301호) (부개동)|032-523-8505|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|170000
541|뮤엠영어삼산미래학원|인천광역시 부평구 영성로 34 , 3층(일부)138.84 (삼산동)|032-515-2502|보습|중등(레드V),중등(블랙v),중등수학,초등(블루V),초등(엘로우V),초등(화이트),초등.중등 국어,초등수학(고),초등수학(저)|191000
542|뮤엠영어서창원학원|인천광역시 남동구 장아산로 175 , 305호일부 (서창동, 태평아파트상가동)|032-464-9905|보습|중등,초등|225000
543|뮤엠영어수리셈수학학원|인천광역시 남구 토금중로51번길 3 , 2층전부 (용현동)|032-885-1318|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등연합,초등영어|251000
544|뮤엠영어수학학원|인천광역시 계양구 주부토로472번길 57 , 금보상가 3층 301호 일부 (작전동,금보상가)|032-544-1562|보습|수학중등,수학초등,중등영어,초등연합,초등영어1,초등영어2,초등영어3,초등영어4|184000
545|뮤엠영어수학학원|인천광역시 동구 수문통로 45-1 , 4층 (송현동, 그린빌상가)|032-422-7007|보습|중등수학,중등영어,초등수학,초등영어1,초등영어2,초등영어3|150000
546|뮤엠영어스텝바이스텝학원|인천광역시 남동구 백범로227번길 82 , 효성아파트상가 205,206호 (만수동)||보습|고등수학,고등영어,중등수학A,중등수학B,중등영어A,중등영어B,초등수학A,초등수학B,초등영어A,초등영어B,초등영어C|193000
547|뮤엠영어아시아드리얼수학학원|인천광역시 남동구 선수촌로 37 , 401호,402호 일부 (구월동)||보습|고등부,중등부,초등부|250000
548|뮤엠영어에코5학원|인천광역시 남동구 소래역남로 22 , 에코프라자 302동 (논현동)|032-431-0579|보습|Black(초),Extension(초),Green/Blue(초),PB/SB(초),Red(초),V-System(초),white/yellow(초),고등,중등,헤세드(초)|183000
549|뮤엠영어연수필학원|인천광역시 연수구 원인재로 232 , 솔밭마을아파트 상가 301,302,304호  (연수동, 솔밭마을아파트)|032-812-2907|보습|4단계서술형,고등수학,고등영어A,고등영어B,단어영어,독서논술,문법영어,수리논술A,수리논술B,영어초등1,2 A,영어초등1,2 B,영어초등3,4 A,영어초등3,4 B,영어초등5,6A,영어초등5,6B,월간국어,중등수학A,중등수학B,중등영어A,중등영어B,창의력수학,초등수학A,초등수학B,초등수학C|139000
550|뮤엠영어학원|인천광역시 부평구 부평문화로39번길 13 (부평동)|032-522-4445|보습|고등단과(수학),영어 Blak (고),영어 Bule(중),영어 Red (고),영어 Red (중),영어white(초),영어Yellow(중),영어Yellow(초),중등단과(수학,1년),중등단과(수학,2~3년),초등단과(수학)|172000
551|뮤엠영어학원|인천광역시 서구 심곡로 144 , 2층 (심곡동)|032-566-5105|보습|고등영어,중등영수,중등영어,초등영수,초등영어|260000
552|뮤엠영어효성서학원|인천광역시 계양구 봉오대로 446 , 2층 일부 (효성동)||보습|중학영재반A,중학영재반B,초,중(Black core+심화),초,중(Green, Blue),초,중(Red),초,중(White/Yellow),초,중(파닉스)|176000
553|미들하이이스턴학원|인천광역시 남동구 장승남로 42 , 301호, 302호 (만수동, 은빛프라자)|032-464-1605|보습|고등단과,중등단과A,중등단과B,초등단과A,초등단과B|214000
554|미라클에듀학원|인천광역시 연수구 컨벤시아대로 81 , 410호 (송도동, 드림시티)|032-831-0991|보습|고등국어,고등수학,고등영어,인문고등국어,중등수학,중등영어,초등수학,초등영어,특목중등국어|266000
555|미라클학원|인천광역시 남동구 장승남로 46-1 , 우리프라자 501호 (만수동)|032-472-4864|보습|고등국어,고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|207000
556|미래에듀학원|인천광역시 남동구 청능대로718번길 9 , 301호 (논현동)|032-437-1019|보습|중등단과A,중등단과B(특강),중등연합,초등단과A,초등단과B(특강),초등연합|262000
557|미래영재학원|인천광역시 부평구 부흥로 264 ,  동아웰빙타운 502호(일부) (부평동)|032-504-8807|보습|고1수학/과학,고2수학,고2수학/과학,중등수학/과학|528000
558|미래이룸학원|인천광역시 남구 한나루로 350 , 5층 전부 (학익동)||보습|고등단과A,고등단과B,고등단과C,고등단과D,중등단과A,중등단과B,중등단과C,초등단과A,초등단과B|292000
559|미래인재수학과학학원|인천광역시 서구 중봉대로 588 , 908,909호 (연희동,센트럴프라자)|032-561-5350|보습|고등과학,고등수학,고등수학특강,중등과학,중등수학1,중등수학2,중등수학3,중등수학특강,중등심화과학,중등심화수학,초등수학1,초등수학2,초등수학3,초등수학4,초등수학특강,초등실험과학,초등심화과학|216000
560|미래지티학원|인천광역시 연수구 컨벤시아대로 69 , 송도밀레니엄 702호일부 (송도동)|032-811-7081|보습|초등과학,초등수학|130000
561|미스터제프리영어학원|인천광역시 서구 가정로126번길 29 , 2층 (가좌동)|032-572-9953|보습|고등단과(수학),고등단과(영어)A,고등단과(영어)B,중등단과(수학),중등단과(영어)A,중등단과(영어)B,초등단과(수학),초등단과(영어)A,초등단과(영어)B|180000
562|미추홀영수학원|인천광역시 남동구 하촌로 35 , 3층전체 (만수동)||보습|고등단과A,고등단과B,고등단과C,중등단과|188000
563|미탐수오수학학원|인천광역시 남구 매소홀로 355 , 4층 일부 402호 (학익동)|032-874-0579|보습|고등수학A,고등수학B,고등수학C,고등수학D,중등단과,초등단과|362000
564|민성학원|인천광역시 부평구 체육관로 32 , 하이존 702호 (삼산동)|032-330-0090|보습|고등단과A,고등단과B,중등단과A,중등단과B,중등단과C,초등단과|247000
565|민수학학원|인천광역시 계양구 용종로 2 , 303호 (계산동,계산프라자)|032-541-0979|보습|고등수학,고등영어,과학,사회(역사),중등수학,중등영어,초등수학,초등영어|186000
566|민즈제3교시학원|인천광역시 남구 경원대로652번길 24 , 2층전부 (관교동)|032-439-6278|보습|고등단과반,중등단과반,초등단과반|231000
567|민트수학전문학원|인천광역시 연수구 신송로 164 , 301~303호 (송도동, 아데니움플라자)|032-822-0021|보습|고등과학,고등수학,고등이과,중등과학,중등수학,초등수학|293000
568|밀턴학원|인천광역시 남동구 남동대로837번길 5 , 6층 (간석동, 금호프라자)|032-431-9107|보습|고등국어A,고등국어B,고등수학A,고등수학B,고등수학C,신입상담지도,중등국어A,중등국어B,중등국어C,중등국어D,중등수학A,중등수학B,중등수학C,중등수학D,초등국어A,초등국어A-1,초등국어B,초등국어B-1,초등수학A,초등수학A-1,초등수학B,초등수학B-1,초등수학C,초등수학C-1|142000
569|바라학원|인천광역시 남동구 논고개로 345 , 2층 (도림동)|032-214-1988|보습|고등수학,고등수학특강,고등영어,고등영어특강,중동수학단과B,중등수학단과A,중등수학특강,중등영어단과A,중등영어단과B,중등영어특강,중등정보A,중등정보B,초등베이직영어,초등수학단과A,초등수학단과B,초등수학단과C,초등수학특강,초등실과A,초등실과B,초등영어단과A,초등영어단과B,초등영어단과C,초등영어특강,초등파닉스영어|187000
570|바론학원|인천광역시 남구 송림로 187 , 2층전부 (도화동)||보습|중등수학,중등영어,초등연합(국어,수학,사회,과학),초등영어1,초등영어2|178000
571|바른교육학원|인천광역시 서구 승학로 486 , 로뎀빌딩 3층 (검암동)|032-565-2735|보습|고등단과,중등단과,중등연합,초등단과,초등연합|208000
572|바른에듀케이션학원|인천광역시 남동구 에코중앙로156번길 13-27 , 2층  (논현동)|032-425-1387|보습|고1수학,고2수학(문),고2수학(이),고3수학(문),고3수학(이),고등국어,고등영어,중등수학,중등영어|303000
573|바른학원|인천광역시 남동구 논고개로 117 , 902호 (매트로타워) (논현동)|032-442-8807|보습|고등수학,고등수학A,고등수학B,고등수학C,중등수학,중등영어,초등수학,초등영어,초등펙토수학|228000
574|바이써클학원|인천광역시 남동구 청능대로 583 ,  801호  (논현동)||보습|고등단과A,고등단과B,중등단과A,중등단과B,중등단과C,초등단과|247000
575|박샘수학학원|인천광역시 연수구 비류대로186번길 20 , 403호 (옥련동, 풍림아파트)||보습||
576|박수영수학교실학원|인천광역시 부평구 체육관로 34 , 803호 (삼산동,삼산동 이리옴프라자Ⅱ)|032-523-0706|보습|고등부,중등부,초등부|227000
577|박쌤학원|인천광역시 부평구 부흥로 264 , 407호 일부 (부평동, 동아웰빙타운)||보습|고등단과,중등단과,초등단과|247000
578|박은정영어박지은수학학원|인천광역시 남동구 에코중앙로156번길 13-3 , 2층,3층 (논현동)|032-435-0382|보습|수학,영어고등,수학,영어중등,수학,영어초등|250000
579|백년대계다산학원|인천광역시 서구 원창로 150 , 3층 (신현동,천보빌딩)|032-567-6555|보습|중등연합,초등연합|255000
580|백년대계예일학원|인천광역시 남구 매소홀로 355 , 503호 (학익동,학익프라자)|032-872-2227|보습|고등1,문과수학,고등1년영,수,고등국어,고등영어,고등이과수학,중등국어,중등수학,중등영,수,중등영어,초등수학,초등영,수,초등영어|214000
581|백운대일보습학원|인천광역시 부평구 경원대로1270번길 7-6 (부평동)|032-511-3233|보습|중등연합,초등연합|230000
582|버킹검영어학원|인천광역시 남구 능해길 38 , 동아아파트A동 2층 일부 202호 (용현동)|070-4151-1003|보습|고등영어,중등영어,초등영어|207000
583|베르누이수학학원|인천광역시 계양구 도두리로 33 , 상산빌딩 701호 (계산동)|032-551-3515|보습|고등단과,고등단과(보충),중등단과|167000
584|베리타스수학학원|인천광역시 남동구 에코중앙로156번길 5-31 , 3층 (논현동)|032-433-3466|보습|고1,고2-3,중1-2,중3,초등1-3,초등4-6|278000
585|베리타스학원|인천광역시 부평구 수변로 43 , 301호 일부 (부개동,코스모스빌딩)||보습|고등단과(수학),고등단과(영어)|312000
586|베리타스학원|인천광역시 서구 고산후로95번길 24 , 그린프라자 204호 (당하동,그린프라자)|032-563-0599|보습|중등단과(수학),초등단과(과학),초등단과(수학),초등단과(영어),초등연합(고학년),초등연합(저학년)|166000
587|베스테듀영수전문학원|인천광역시 남구 한나루로 364 ,  2,3층 (학익동)|032-875-9505|보습|고등단과수학,고등단과영어,고등연합(영어,수학,국어,과학),중등단과수학,중등단과영어,중등연합(영어,수학,국어,과학),초등단과수학,초등단과영어|212000
588|베스트멘토학원|인천광역시 부평구 동수로 121 , 2층 전체 (부개동)||보습|고등단과 A,고등단과 B,중등국어 단과,중등단과,중등연합 A,중등연합 B,중등연합 C,초등국어 단과,초등단과 A,초등단과 B,초등단과 C(특강),초등연합|188000
589|베스트보습학원|인천광역시 남동구 백범로247번길 22 , 4층 (구월동)|032-466-9801|보습|중등연합|200000
590|베스트원학원|인천광역시 남동구 서창남로 16-41 , 2층일부 (서창동)|032-461-8209|보습|NeatBasic,중등T.boosterNinter1,중등T.boosterNinter2,중등T.boosterNinter3,4,중등수학1,2 A반,중등수학1,2 B반,중등수학3 A반,중등수학3 B반,중등영어1,2,중등영어3,초등Flyhigh,초등IntroA,초등IntroB,초등IntroC Neat Starter,초등Jumpup,초등Phonics,초등수학A,초등수학A-2,초등수학B,초등수학B-2|173000
591|베스트해냄학원|인천광역시 부평구 충선로103번길 2 ,  2층(전체) (부개동)|032-203-7441|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|170000
592|베스티안학원|인천광역시 남구 인하로 446 , 3층 (관교동,삼환아파트상가)|032-437-0909|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|200000
593|베이스캠프보습학원|인천광역시 남동구 백범로 193 , 3층전부 (만수동)||보습|중등수학,중등영어,초등국어,초등수학,초등영어|142000
594|변화와도전학원|인천광역시 남동구 용천로 68 , 3층일부 (구월동)|032-462-0582|보습|고등단과,중등단과|275000
595|보스턴영어학원|인천광역시 계양구 도두리로 33 , 상산빌딩 401,2호 (계산동)|032-552-0554|보습|고등영어,중등영어|190000
596|보스턴지셉영어보습학원|인천광역시 연수구 해돋이로 168 , 201호, 202호 (송도동, 혜인프라자)|032-832-0515|보습|고등영어,방학과학,방학사회,방학수학,방학영어,중등영어,초등영어|341000
597|본엘리트학원|인천광역시 연수구 신송로 164 , 401호~405호 (송도동, 아데니움프라자)|032-819-3767|보습|고1과학단과,고1수학단과,고2과학단과,고2수학단과,고3과학단과,고3수학단과,고등부 과학단과 (물,화,생,지 각과목당),고등부 과학심화단과,고등부 과학입시논술 (물,화,생,지 각과목당),고등부 과학특강,고등부 수학단과,고등부 수학심화단과,고등부 수학입시논술,고등부 수학특강,중등KMO단과(수학),중등단과(과학),중등단과(수학),중등부 과학단과,중등부 과학특강,중등부 물리입시논술,중등부 생명과학입시논술,중등부 수학단과,중등부 수학입시논술,중등부 수학특강,중등부 지구과학입시논술,중등부 화학입시논술,중등심화단과(과학),중등심화단과(수학),중등영재고단과(과학),중등영재고단과(물리),중등영재고단과(생물),중등영재고단과(수학),중등영재고단과(지구과학),중등영재고단과(화학),초등단과(과학),초등단과(수학),초등부 과학단과,초등부 과학영재원논술,|254000
598|본잉글리시영어전문학원|인천광역시 남동구 논고개로123번길 17 , 414호 (논현동)||보습|고등A,중등A,중등B,중등C,초등A,초등B,초등C|392000
599|볼라투스학원|인천광역시 남동구 담방로 45 , 3층 일부(희망프라자) (만수동)|032-472-5590|보습|과학단과고등,과학단과중등,수학단과고등A,수학단과고등B,수학단과중등A,수학단과중등B,영어단과고등A,영어단과고등B,영어단과중등A,영어단과중등B|264000
600|봉수학제2관학원|인천광역시 남동구 인하로 616 , 210호 (구월동)|032-464-9993|보습||
601|봉수학학원|인천광역시 남동구 구월로 212 , 501호, 502호 (구월동)|032-462-3999|보습|고등단과,고등이과,중등단과|300000
602|부개부흥학원|인천광역시 부평구 부흥로 394 ,  2층(일부) (부개동)|032-505-7178|보습|고등단과A,고등단과B,고등단과C,고등연합A,고등연합B,고등연합C,중등단과|321000
603|부개수학원|인천광역시 부평구 길주남로 159 , 501~504호 (부개동, 새롬프라자14차)|032-522-7050|보습|고등단과1,고등단과2,고등단과3,고등단과4,고등단과5,고등단과6,연합단과1,연합단과2,중등단과1,중등단과2,중등단과3,중등단과4|362000
604|부개엘리트학원|인천광역시 부평구 길주남로 116 ,  3층전체 (부개동)|032-517-5133|보습|고등단과,중등단과,중등연합,초등단과,초등연합,특강|232000
605|부개영수학원|인천광역시 부평구 길주남로 155 ,  성진프라자 2층(203호) (부개동)|032-503-0525|보습|고등단과(수학),고등단과(영어),중등단과(수학),중등단과(영어),초등단과(수학),초등단과(영어)|187000
606|부개종로엠학원|인천광역시 부평구 길주남로 158 ,  부개프라자 602호(전체) (부개동)|032-361-8080|보습|고3 영어단과,고등1 수학 단과,고등1 영수단과,고등1 영어 단과,고등2 수학단과(문과),고등2 수학단과(이과),고등2 영수단과,고등2 영수단과(문과),고등2 영수단과(이과),고등3 수학단과(문과),고등3 수학단과(이과),고등3 영수단과(문과),고등3 영수단과(이과),중등 수학 단과,중등 영수 단과,중등 영어 단과,초등 수학 단과,초등 영수 단과,초등 영어 단과|303000
607|부원수학전문학원|인천광역시 부평구 동수로120번길 11 ,  한국아파트 상가3층 (부개동)|032-514-5906|보습||
608|부평GnB영어전문학원|인천광역시 계양구 경명대로 1058 , 403호 (계산동)|032-554-0522|보습|중등단과(수학),중등단과(영어+수학),중등단과(영어내신),중등단과(영어영작),초등단과(수학),초등단과(영어),초등단과(영어+수학)|232000
609|부평가우스학원|인천광역시 부평구 부평대로 90 , A동 1001호 일부 (부평동, 여산빌딩)|032-517-1711|보습|고등A,고등B,중등A,중등B,중등C,초등|326000
610|부평고려학원|인천광역시 부평구 부영로 196 , 대림상가 302호, 303호 (부평동)|032-521-4141|보습|고등부,중등부,초등부|203000
611|부평대성제넥스학원|인천광역시 부평구 주부토로46번길 4 ,  3층(전체) (부평동)|032-527-5332|보습|중등연합,초등연합|305000
612|부평동아해법영어교실학원|인천광역시 부평구 부평문화로 37 , 2층 9~10호 (부평동,부평동아아파트 상가A동)|032-513-0501|보습|중등단과,초등단과,초등저학년|165000
613|부평알고리즘학원|인천광역시 부평구 길주로 639 , 203호(전체) (삼산동,현대아이프라자)|032-204-7020|보습|고등수학A,고등수학B,고등영어A|313000
614|부평엘리트영수전문학원|인천광역시 부평구 부흥로144번길 48 ,  동남빌딩 (2층) (산곡동)|032-330-2295|보습|고등단과(수학),고등단과(영어),중등단과(수학),중등단과(영어),초등단과(수학1),초등단과(수학2),초등단과(영,수),초등단과(영어1),초등단과(영어2),초등단과(영어3),초등연합(국,사,과)|181000
615|부평종로엠스쿨학원|인천광역시 부평구 원적로 434 , 207~208호 (산곡동, 혜성프라자)|032-515-1284|보습|고등단과(2년,문과,국어),고등단과(2년,문과,수학),고등단과(2년,문과,영어),고등단과(2년,이과,국어),고등단과(2년,이과,수학),고등단과(2년,이과,영어),고등단과(3년,문과,국어),고등단과(3년,문과,수학),고등단과(3년,문과,영어),고등단과(3년,이과,국어),고등단과(3년,이과,수학),고등단과(3년,이과,영어),고등연합(1년,국영수),중등단과,초등단과|229000
616|부평터학원|인천광역시 부평구 주부토로81번길 50 , 301~303호 (부평동,상가동)||보습|고등단과1,고등단과2,중등단과1,중등단과2,초등단과1|196000
617|부평프라임에듀학원|인천광역시 부평구 경원대로 1286 ,  부평메디아센터 304호(전체) (부평동)|032-207-1010|보습|고등단과(수),고등단과(영),고등단과(영/수),중등단과(수),중등단과(영),중등단과(영/수),초등단과(수),초등단과(영),초등단과(영/수)|262000
618|부평휴브레인학원|인천광역시 부평구 체육관로 18 , 901-904호 (삼산동) |032-511-7749|보습|고등단과,중등단과,초등단과A,초등단과B|239000
619|부흥학원|인천광역시 부평구 부흥로375번길 3 , 2층(전체) (부평동) |032-503-9870|보습|중등연합,초등연합|252000
620|북클럽스터디센터동춘학원|인천광역시 연수구 앵고개로 250 , 404호, 405호 (동춘동)||보습|국어,사회.과학,수학,영어,한자|56000
621|북클럽스터디센터만수학원|인천광역시 남동구 장승남로 48 , 제우빌딩 203호 (만수동)|032-472-2702|보습|바로독해,바로셈,중등 영수,중등국어,중등사회,과학,중등한자,초등 국어,초등 영수,초등 한자,초등(사회,과학)|44000
622|북클럽스터디센터부평학원|인천광역시 부평구 주부토로81번길 50 , 309호,310호,317호,318호,319호,320호,321호(부평동,래미안아파트상가) (부평동)|032-505-1469|보습|국어,바로독해,바로셈,북클럽스터디리더스,사회,과학,수학,영어,한자|47000
623|북킨쉽영어전문용현학원|인천광역시 남구 낙섬중로 56 , 2층  (용현동)|032-215-7367|보습|고등수학,고등영어,중등수학,중등영어,초등수학,초등영어|193000
624|분석수학간석관학원|인천광역시 남구 경인로 503 , 해오름빌딩 4층 전부 (주안동)|032-426-0588|보습|고등수학,중등수학,초등수학A,초등수학B|192000
625|분석수학부개학원|인천광역시 부평구 동수로128번길 11 , 6층(전체) (부개동)|032-522-9651|보습|고등단과,중등단과,중등연합,초등단과,초등연합|204000
626|분석수학학원|인천광역시 서구 검단로623번길 13 , 2층일부 (마전동, 경흥빌딩)|032-563-9555|보습|고등수학,중등수학,초등수학|249000
627|분석학원|인천광역시 남동구 논고개로 118 , 501동 502호(양진타워) (논현동)|032-446-0909|보습|고등단과,중등단과A,초등단과A,초등단과B,초등단과C|216000
628|불곰수학학원|인천광역시 중구 하늘달빛로64번길 6-3 , 402호일부,403호일부 (중산동)|032-752-8014|보습|고등수학,중등수학,초등수학|347000
629|불로이엠플러스학원|인천광역시 서구 검단로 785 , 동양빌딩 3층 (불로동,동양빌딩)|032-563-9050|보습|고등수학,고등영어,중등수학,중등연합,중등영어,초등연합|242000
630|불로잉글리쉬무무보습학원|인천광역시 서구 검단로768번길 14 , 5층 일부 (불로동,캉가루프라자)|032-517-9905|보습|고등영어,중등영어,초등영어(1),초등영어(2)|172000
631|불로해법학원|인천광역시 서구 검단로 834-1 ,  1층 (불로동)|032-564-5105|보습|고등수학A,고등수학B,고등영어A,고등영어B,중등수학,중등영어,중등영어수학,초등수학,초등영어A,초등영어B,초등영어수학|243000
632|뷰사이언스학원|인천광역시 남동구 논고개로 77 , 904호 (논현동)||보습|중등과학,초등과학|142000
633|브니엘해법영수학원|인천광역시 부평구 경인로901번길 37 , 1층 일부 (부평동)||보습|중등단과,초등단과|187000
634|브레노스사고력센터학원|인천광역시 남동구 인하로 607 , 403호 (구월동, 모아프라자)|032-468-0579|보습|과학B,초등A,초등B,초등C,초등D,초등과학실험,초등교구|144000
635|브레노스페르마학원|인천광역시 연수구 송도문화로28번길 28 , 211~212호 (송도동, 글로벌 캠퍼스 푸르지오)|032-212-1000|보습||
636|블레씽에듀학원|인천광역시 서구 크리스탈로 100 , 808호 (경서동,호수공원프라자)|032-567-2131|보습|중등수학,중등영어,초등수학,초등영어|205000
